"id","name","club","nation","league","skills","weakFoot","height","weight","attWR","defWR","acceleRATE","bodyType","position","rating","acceleration","sprintspeed","positioning","finishing","shotpower","longshotsaccuracy","volleys","penalties","vision","crossing","freekickaccuracy","shortpassing","longpassing","curve","agility","balance","reactions","ballcontrol","dribbling","composure","interceptions","headingaccuracy","marking","standingtackle","slidingtackle","jumping","stamina","strength","aggression","likes","dislikes","likesRatio","positionRating"
"28928","Anthony Ujah","110500","Nigeria","20","3","4","180","81","2","2","Controlled","Average","ST","69","66","61","69","70","78","62","59","67","52","48","43","60","53","54","66","66","70","65","68","71","46","83","24","37","38","92","54","75","58","11","1","91.66666666666666","70.01"
"52371","Matthew Dennis","110799","England","61","3","3","186","80","2","1","Controlled","High & Average","ST","59","91","92","59","58","56","55","52","55","48","44","43","48","29","54","74","75","54","59","61","57","41","59","42","49","47","67","59","61","48","0","0","0.0","60.48"
"29182","Federico Santander","203","Paraguay","32","3","2","187","84","3","2","Lengthy","High & Average","ST","69","63","69","72","68","76","62","67","69","68","56","55","64","55","55","60","63","69","67","65","72","41","75","36","27","38","81","55","84","76","2","0","100.0","70.04000000000002"
"53482","Tomás Ángel","101100","Colombia","2209","2","3","174","69","2","2","Controlled","Average","ST","61","87","86","58","63","54","55","57","63","55","49","54","62","48","45","78","76","58","55","60","49","19","64","17","21","30","65","60","66","27","3","0","100.0","61.989999999999995"
"50685","Max Fenger","272","Denmark","1","2","3","182","75","3","2","Controlled","Average","ST","60","72","75","59","60","57","51","45","60","57","45","38","58","42","46","62","64","60","62","59","56","23","65","22","25","30","75","68","69","54","10","3","76.92307692307693","61.21"
"29184","Liam Boyce","80","Northern Ireland","50","3","4","184","75","3","2","Controlled","Average","ST","70","75","76","72","75","70","67","55","71","68","43","55","67","60","58","78","68","62","71","67","74","42","73","37","32","34","74","73","79","74","4","0","100.0","71.11999999999999"
"36860","Evann Guessand","71","France","16","3","3","185","79","2","2","Controlled","High & Average","ST","70","81","82","71","72","71","66","66","61","56","48","49","62","47","56","66","58","66","70","69","69","23","70","28","29","33","64","62","76","56","4","0","100.0","70.93999999999998"
"33577","Dennis Eckert Ayensa","2014","Germany","4","3","4","183","82","3","2","Controlled","Stocky","ST","68","84","89","64","69","66","60","64","59","48","38","50","60","37","45","67","66","62","72","73","57","26","74","39","23","31","64","72","74","25","3","1","75.0","69.60000000000001"
"53895","Edin Džeko","44","Bosnia and Herzegovina","31","3","5","193","80","2","2","Lengthy","High & Average+","ST","90","81","85","99","99","97","84","99","82","81","69","59","83","83","71","69","61","93","94","86","97","57","96","61","32","18","71","76","95","64","153","102","60.0","93.74000000000001"
"51654","Habib Diallo","76","Senegal","16","3","3","186","79","2","1","Lengthy","High & Average","ST","83","80","82","86","86","84","75","82","87","68","64","55","81","55","71","76","83","83","82","88","72","26","99","18","23","23","95","76","87","65","34","21","61.81818181818181","85.54999999999998"
"29228","Alexander Ruud Tveter","1757","Norway","41","3","2","190","86","3","2","Controlled","High & Average","ST","64","62","62","62","63","79","65","63","55","61","62","64","60","54","45","53","59","61","63","58","65","45","67","28","38","40","80","67","83","61","4","0","100.0","65.18"
"52975","Franck Boli","111140","Côte d'Ivoire","39","3","3","180","77","2","1","Controlled","Stocky","ST","71","82","79","72","80","72","59","52","67","51","36","37","54","43","49","70","77","67","69","71","67","22","72","35","27","32","87","52","76","53","1","0","100.0","71.93"
"38157","Mergim Berisha","100409","Germany","19","3","3","188","79","3","2","Controlled","High & Average","ST","73","80","82","75","73","78","75","77","76","73","66","77","75","65","77","69","63","68","75","72","72","40","74","42","40","41","65","75","74","67","12","3","80.0","74.61000000000001"
"51722","Sébastien Haller","22","Côte d'Ivoire","19","3","5","190","82","3","2","Lengthy","High & Average","ST","88","84","91","95","91","93","73","91","89","91","79","57","88","80","86","85","88","90","86","90","99","42","92","46","67","62","99","99","99","99","16307","552","96.72578444747613","90.6"
"51934","Andy Delort","71","Algeria","16","3","3","181","83","3","3","Lengthy","Stocky","ST","80","87","92","81","81","89","77","82","72","75","71","69","74","64","69","71","72","75","74","76","78","35","86","36","45","40","78","78","85","80","41","12","77.35849056603774","81.31"
"50494","Matt Smith","113926","England","61","2","3","198","91","2","2","Controlled","High & Average","ST","79","53","59","85","81","87","69","82","76","80","59","58","72","57","72","44","46","87","83","72","73","22","83","46","35","13","65","72","97","72","33","19","63.46153846153846","80.16"
"50015","Firas Al Birekan","111114","Saudi Arabia","1990","3","3","181","74","2","1","Controlled","Lean","ST","77","83","94","79","78","74","55","71","67","58","43","36","66","42","48","76","73","71","75","72","70","30","99","28","36","36","88","84","81","38","1","1","50.0","78.27"
"53001","Jinghang Hu","111724","China PR","2012","3","3","183","75","2","2","Controlled","Lean","ST","62","86","85","62","55","63","57","61","57","64","40","42","58","51","40","74","64","62","55","61","58","50","68","38","31","35","71","70","74","60","0","0","0.0","63.010000000000005"
"50583","Jonathan David","65","Canada","16","3","5","180","77","3","3","Controlled","Average","ST","85","91","95","89","89","84","81","79","82","84","82","64","89","80","72","86","84","83","85","93","88","39","85","34","34","22","94","91","85","41","184","44","80.7017543859649","87.24"
"52681","Anosike Ementa","820","Denmark","1","2","3","202","82","2","1","Lengthy","High & Average","ST","61","68","76","56","60","65","54","51","52","49","30","33","58","51","48","60","36","56","60","58","50","28","63","27","29","34","57","57","86","67","129","18","87.75510204081633","61.779999999999994"
"54063","Trent Alexander-Arnold","9","England","13","5","4","180","69","3","2","Controlled","Unique","ST","94","98","99","99","99","99","99","82","88","94","96","90","91","95","91","95","93","94","95","93","96","73","60","69","73","70","88","99","90","92","1401","1253","52.788244159758854","92.65"
"27172","Giovanni Simeone","116365","Argentina","31","3","4","181","81","3","3","Controlled","Average","ST","78","86","84","83","89","87","74","92","83","60","55","66","71","61","71","75","73","77","78","74","75","24","77","44","38","36","88","74","74","78","64","27","70.32967032967034","81.3"
"28273","Gary Madine","1926","England","14","2","3","192","75","2","1","Controlled","High & Stocky","ST","66","51","59","69","65","71","63","68","74","63","42","40","62","39","42","53","51","66","66","59","65","41","78","35","31","34","82","64","87","79","2","0","100.0","67.27000000000001"
"53497","Franco Troyansky","110395","Argentina","1014","3","4","178","77","2","2","Controlled","Average","ST","71","84","83","71","70","75","67","64","63","69","68","61","71","67","66","76","71","69","72","71","74","41","76","41","31","48","84","75","72","70","1","0","100.0","72.57000000000001"
"52451","Fernando Romero","111397","Paraguay","351","2","3","175","84","3","1","Controlled","Average","ST","66","72","74","62","71","66","68","65","69","60","36","49","69","46","33","60","64","65","60","64","48","28","69","25","27","35","80","63","72","58","0","0","0.0","66.99000000000002"
"26577","Wissam Ben Yedder","69","France","16","4","5","170","68","3","1","Explosive","Unique","ST","84","90","89","93","95","88","74","99","93","80","74","76","83","66","82","91","91","85","88","87","85","44","74","34","33","26","77","72","68","62","916","271","77.16933445661331","86.88000000000001"
"52369","Josh March","361","England","61","2","3","175","71","3","2","Controlled","Average","ST","60","76","82","60","60","57","55","52","59","52","35","45","53","40","44","78","78","57","58","56","57","24","62","21","23","33","77","67","69","47","1","0","100.0","60.71000000000001"
"26468","Omar Marmoush","175","Egypt","19","4","3","183","81","3","1","Controlled","Average","ST","73","91","95","76","80","72","72","76","75","69","49","63","72","52","58","91","80","73","76","80","67","30","66","26","22","21","70","69","64","64","77","5","93.90243902439023","75.99"
"52576","Mbaye Diagne","111117","Senegal","68","2","3","191","86","2","1","Lengthy","High & Average","ST","83","79","78","86","84","91","74","76","81","69","74","56","77","57","87","60","53","85","80","81","86","27","99","29","35","40","70","63","99","64","51","18","73.91304347826086","85.36999999999999"
"54176","Randal Kolo Muani","1824","France","19","4","5","187","73","3","2","Controlled","High & Average+","ST","95","99","97","97","99","97","89","87","85","94","82","80","99","92","93","96","82","96","99","99","93","57","99","47","48","47","99","91","99","47","1380","1183","53.843152555598905","97.66"
"50691","Josh March","561","England","60","2","3","175","71","3","2","Controlled","Average","ST","60","76","82","64","68","61","55","67","67","52","35","45","53","40","44","78","78","57","58","56","57","16","58","17","15","18","77","67","69","47","10","4","71.42857142857143","62.97000000000001"
"29989","Júlio Carolino Tavares","112392","Cape Verde Islands","350","3","3","188","86","3","2","Lengthy","High & Average","ST","73","70","62","77","76","74","68","69","75","63","39","46","68","47","55","66","39","73","72","68","71","31","86","32","31","35","86","83","86","87","4","2","66.66666666666666","74.51"
"34044","Viktor Gyökeres","1800","Sweden","14","3","3","187","86","3","2","Controlled","High & Average","ST","72","80","86","75","73","71","69","67","63","64","61","59","67","52","70","70","71","69","73","74","68","31","69","32","33","31","65","77","79","68","35","2","94.5945945945946","73.10000000000001"
"53130","Cedric Itten","900","Switzerland","189","3","3","190","84","3","2","Lengthy","High & Average","ST","85","88","88","82","87","90","81","80","81","74","81","62","85","74","61","74","79","85","83","83","81","48","99","46","61","62","99","86","99","81","41","25","62.121212121212125","87.28"
"52790","Heung Min Son","18","Korea Republic","13","4","5","183","78","3","2","Controlled","Unique","ST","91","91","96","93","93","90","91","81","75","92","95","78","92","82","97","91","86","93","86","97","91","41","71","49","36","35","62","93","68","65","1074","103","91.24893797790993","88.55000000000001"
"53307","Lucas Pratto","101088","Argentina","353","3","3","188","91","3","2","Lengthy","High & Stocky","ST","74","74","81","76","71","82","70","72","75","76","68","59","68","66","73","50","39","69","74","72","80","66","81","49","68","85","76","64","86","86","3","2","60.0","75.16999999999999"
"29582","Dwight Gayle","1806","England","14","3","4","174","78","2","1","Explosive","Lean","ST","72","84","82","77","74","76","69","70","73","48","59","71","64","53","54","77","80","72","73","71","71","43","72","24","32","29","73","52","62","46","10","2","83.33333333333334","73.39"
"53253","Zeki Amdouni","896","Switzerland","189","3","4","185","79","2","2","Controlled","High & Average","ST","84","86","87","78","92","88","88","80","76","89","76","79","83","70","77","82","84","64","92","86","76","72","99","67","62","66","99","85","90","82","56","13","81.15942028985508","86.42"
"51283","Carlos Kevin Omoruyi Benjamin","449","Spain","53","2","2","185","84","2","2","Controlled","High & Stocky","ST","60","58","56","54","64","65","55","54","57","51","36","36","58","41","38","53","61","57","59","58","50","28","66","26","29","41","58","59","76","59","2","1","66.66666666666666","60.709999999999994"
"54144","Darwin Núñez","9","Uruguay","13","5","5","186","80","3","3","Controlled","High & Average+","ST","93","99","97","99","99","99","85","97","93","84","81","73","90","73","90","98","82","97","90","99","96","51","93","45","48","41","85","98","97","87","811","110","88.05646036916394","96.22999999999999"
"28033","Gabriel Torres","112533","Panama","1014","3","2","180","80","3","1","Controlled","Lean","ST","68","89","92","67","68","60","67","51","70","64","50","59","63","60","59","81","53","70","67","64","58","43","69","31","33","42","81","76","80","49","5","1","83.33333333333334","68.97000000000001"
"37267","Benjamin Šeško","191","Slovenia","80","3","3","193","77","2","2","Controlled","High & Average+","ST","72","79","88","73","70","74","70","64","61","65","63","56","69","56","67","77","69","66","72","76","67","32","71","42","42","35","73","69","82","62","54","3","94.73684210526315","72.88"
"29770","Lars Veldwijk","112558","South Africa","83","3","4","197","94","3","2","Controlled","High & Average","ST","71","61","68","74","75","76","65","71","70","56","40","44","60","41","54","41","44","63","71","65","72","27","83","45","29","37","75","68","92","63","6","0","100.0","72.52000000000001"
"51162","Tommy Conway","1919","Scotland","14","2","3","178","68","2","2","Controlled","Lean","ST","61","88","90","60","63","57","54","44","60","50","31","36","50","33","37","64","72","58","62","60","49","23","62","20","24","27","71","52","56","29","4","0","100.0","61.900000000000006"
"32562","Phillip Tietz","110502","Germany","20","2","3","190","86","2","2","Lengthy","High & Average","ST","71","69","78","75","74","72","66","53","65","63","37","42","66","50","29","63","55","69","69","64","72","33","74","30","44","38","72","71","82","60","6","0","100.0","71.67000000000002"
"51173","Kelvin Ehibhatiomhan","1793","England","14","2","3","191","82","3","2","Controlled","High & Average+","ST","54","61","74","53","56","58","52","48","60","45","29","32","44","28","44","63","56","51","50","47","44","24","58","17","23","34","66","55","66","38","3","4","42.857142857142854","55.1"
"44720","Cedric Omoigui","456","Nigeria","54","2","3","182","74","3","2","Controlled","Average","ST","66","95","94","63","68","71","56","56","69","54","46","43","57","34","47","80","67","63","58","67","62","23","66","25","32","30","83","70","72","48","3","0","100.0","67.41000000000001"
"51836","Bryan Fiabema","5","Norway","13","3","4","182","82","2","2","Controlled","Lean","ST","59","83","86","55","60","57","55","52","54","52","46","44","52","38","52","73","76","52","63","62","54","30","54","26","30","40","65","54","64","42","5","1","83.33333333333334","59.96000000000001"
"28251","Lucas Pratto","101088","Argentina","1003","3","3","188","91","3","2","Lengthy","High & Stocky","ST","74","74","81","80","79","86","70","87","83","76","68","59","68","66","73","50","39","69","74","72","80","58","77","45","60","70","76","64","86","86","9","1","90.0","77.42999999999999"
"52835","Patrick Kluivert","112658","Netherlands","2118","4","5","188","81","3","1","Controlled","Average","ST","93","90","90","94","99","98","92","87","90","85","68","80","87","80","76","80","80","96","98","92","81","41","96","40","30","43","99","81","96","77","1084","312","77.65042979942693","95.10999999999997"
"52592","Ernesto Torregrossa","110738","Venezuela","32","4","3","184","87","2","2","Controlled","Average","ST","71","78","83","74","74","72","60","62","72","58","44","54","62","49","55","79","63","71","69","64","68","33","74","27","31","36","89","78","84","40","3","0","100.0","72.21000000000001"
"54257","Radamel Falcao García Zarate","480","Colombia","53","4","5","177","72","3","2","Controlled","Average","ST","95","98","99","99","99","99","99","96","99","90","82","93","97","85","98","94","94","95","94","94","96","65","99","49","64","31","99","90","99","99","322","37","89.69359331476323","97.63"
"26598","Ciro Immobile","115841","Italy","31","3","4","185","85","3","2","Controlled","Unique","ST","86","88","90","90","91","86","80","85","88","75","63","58","83","61","78","79","92","87","81","87","76","40","81","34","33","32","82","78","74","73","249","108","69.74789915966386","85.90000000000002"
"27286","Lucas Boyé","468","Argentina","53","4","2","183","79","3","1","Lengthy","Average","ST","77","78","78","74","82","77","76","67","71","67","60","55","68","57","65","72","68","73","80","81","67","60","78","49","53","56","76","69","87","78","12","8","60.0","77.78000000000003"
"32070","Elijah Adebayo","1923","England","14","3","3","193","89","3","2","Lengthy","High & Average","ST","72","72","81","78","78","80","74","63","69","55","43","46","55","42","54","67","59","71","70","68","63","39","72","42","43","34","78","77","89","79","21","4","84.0","74.42999999999999"
"53759","Marcus Thuram","23","France","19","4","4","192","90","2","2","Lengthy","High & Stocky","ST","90","96","99","95","99","99","85","99","92","89","89","60","90","80","79","85","84","90","90","95","84","57","99","54","61","47","85","92","99","64","845","210","80.09478672985783","95.59000000000002"
"33103","Guilherme Schettine Guimarães","322","Brazil","189","3","3","180","75","2","1","Controlled","Average","ST","71","77","75","73","73","75","67","67","71","58","50","68","67","49","65","69","62","67","71","70","65","27","75","26","24","37","72","69","69","57","5","3","62.5","71.97"
"53649","Tomás Badaloni","111715","Argentina","353","3","3","186","82","3","1","Lengthy","High & Average","ST","69","65","70","72","68","77","67","55","66","56","44","45","58","43","45","58","53","67","68","60","55","31","78","35","23","36","76","63","82","42","0","0","0.0","69.67"
"50656","Harry Kane","18","England","13","3","5","188","89","3","3","Controlled","Unique","ST","92","89","91","98","97","96","90","92","96","96","93","74","94","94","95","84","93","96","88","95","96","46","90","52","38","40","85","90","89","86","1414","435","76.473769605192","93.73000000000002"
"50861","Roko Šimic","894","Croatia","189","2","3","190","76","2","2","Lengthy","High & Average","ST","63","69","79","62","63","70","63","62","68","55","56","43","63","53","53","58","53","50","65","63","57","28","64","27","31","36","60","63","73","70","1","1","50.0","64.35"
"50299","Jonathan David","65","Canada","16","3","5","180","77","3","3","Controlled","Average","ST","86","91","95","90","90","85","82","81","84","85","83","65","90","81","73","87","85","84","86","94","89","40","87","35","35","23","96","92","86","41","932","114","89.10133843212236","88.27"
"52420","Michael Santos","112670","Uruguay","1003","3","4","176","73","3","2","Controlled","Average","ST","81","93","94","87","89","87","76","93","92","70","72","70","78","63","76","85","92","81","81","82","77","48","92","56","44","34","92","82","83","92","23","14","62.16216216216216","86.16000000000001"
"33555","Shkelqim Demhasaj","322","Kosovo","189","2","3","191","78","2","1","Controlled","High & Average+","ST","62","72","74","62","62","62","64","60","67","44","35","40","52","45","51","70","42","58","62","62","60","20","65","43","28","40","66","48","70","31","3","1","75.0","62.90000000000001"
"53827","Kylian Mbappé","73","France","16","5","4","182","73","3","1","Controlled","Unique","ST","97","99","99","99","99","98","92","93","90","98","85","79","99","81","95","99","90","99","99","99","98","45","86","31","41","38","94","97","99","76","2241","726","75.53083923154702","97.27000000000001"
"46727","Migouel Alfarela","58","France","17","3","3","173","67","3","2","Explosive","Lean","ST","62","83","78","62","63","62","59","60","61","54","52","42","60","49","58","77","78","60","64","65","61","27","63","25","31","36","56","58","50","37","1","1","50.0","63.34000000000001"
"45550","Oscar Aga","700","Norway","56","2","2","180","70","2","1","Controlled","Lean","ST","58","78","77","58","63","57","50","52","63","49","28","30","50","30","35","72","73","56","56","54","44","25","56","25","24","32","75","52","63","41","1","0","100.0","59.2"
"52366","Mathew Stevens","1803","England","61","2","3","180","74","3","2","Controlled","Average","ST","65","83","82","67","66","65","58","58","62","54","38","48","56","41","52","69","67","61","64","63","64","31","66","22","25","26","79","73","72","55","1","0","100.0","66.10000000000001"
"29771","Michael Frey","230","Switzerland","4","3","4","188","92","3","3","Lengthy","High & Stocky","ST","75","67","71","83","80","79","72","65","67","67","59","35","67","66","62","51","39","73","70","66","78","38","79","42","53","55","55","91","91","87","20","2","90.9090909090909","76.03999999999999"
"50817","Matthis Abline","57","France","16","3","3","176","70","2","2","Explosive","Average","ST","68","88","84","70","72","71","63","67","72","55","41","40","64","53","60","76","76","63","72","72","66","22","62","24","30","33","60","57","52","33","0","0","0.0","69.39000000000001"
"27810","Tim Cahill","114605","Australia","13","3","4","178","76","3","2","Controlled","Average","ST","85","79","81","82","87","88","79","90","73","84","68","70","99","76","81","81","84","87","84","79","79","55","94","64","57","52","99","84","98","96","372","201","64.92146596858639","86.64"
"29962","Khalid Boutaïb","111817","Morocco","17","4","3","189","82","2","1","Lengthy","High & Average+","ST","68","66","52","69","68","70","65","67","66","62","52","49","66","57","56","65","58","68","70","66","70","35","74","34","44","50","74","61","86","63","5","1","83.33333333333334","68.8"
"53141","Ferran Jutglà Blanch","231","Spain","4","3","3","174","79","2","2","Controlled","Average","ST","81","93","93","89","91","90","75","92","71","70","66","65","79","59","70","85","91","78","85","84","78","31","92","32","42","37","79","77","71","71","48","20","70.58823529411765","86.73"
"50164","Ivan Toney","1925","England","13","3","3","187","76","3","3","Controlled","High & Average","ST","81","84","90","84","85","78","71","81","95","78","66","60","80","64","74","87","83","82","81","83","83","53","85","44","52","46","93","83","87","86","148","34","81.31868131868131","82.95"
"52995","Sang Bin Jung","111138","Korea Republic","39","4","3","175","72","3","3","Explosive","Average","ST","64","93","95","67","65","60","53","52","51","56","53","51","58","54","58","81","73","62","63","68","61","30","58","27","26","32","69","65","63","67","1","1","50.0","65.38000000000001"
"50260","Luis Hernández","112658","Mexico","2118","4","4","175","69","3","2","Explosive","Average","ST","88","98","95","94","95","94","91","83","92","73","68","81","75","71","75","93","85","88","87","87","86","35","93","41","47","52","96","81","68","69","685","106","86.5992414664981","90.06000000000002"
"51005","Dan N'Lundulu","4","England","60","3","3","188","75","2","2","Controlled","High & Average","ST","61","61","77","61","61","60","56","48","61","57","37","34","52","37","44","58","61","63","55","58","50","28","66","20","24","29","65","59","82","33","1","0","100.0","61.74000000000001"
"29653","Joe Pigott","1790","England","60","2","3","188","77","2","2","Lengthy","High & Average","ST","65","75","69","64","65","67","59","61","68","57","41","60","57","50","52","59","65","64","64","62","64","31","67","32","38","37","75","72","81","51","2","3","40.0","65.62"
"51305","Nathan Young-Coombes","1925","England","13","2","3","175","64","2","1","Controlled","Average","ST","59","79","67","59","68","64","50","40","58","57","57","35","58","40","39","75","72","61","56","57","52","24","46","17","27","30","54","60","52","50","3","2","60.0","59.69000000000001"
"53724","Leandro Contin","101084","Argentina","353","2","2","183","78","2","1","Lengthy","Average","ST","66","68","80","69","70","63","56","54","51","52","43","50","55","52","56","66","55","62","68","62","65","34","68","44","28","33","62","66","84","50","1","2","33.33333333333333","67.20000000000002"
"29731","Cole Stockton","357","England","60","2","3","186","75","2","1","Lengthy","High & Average","ST","68","75","77","69","69","72","70","70","58","59","41","57","55","49","52","65","72","66","66","64","65","33","69","36","42","27","87","82","81","68","9","0","100.0","69.0"
"53542","Junior Marabel","111716","Paraguay","1014","3","2","182","85","2","2","Controlled","Average","ST","65","60","68","64","72","67","70","60","70","41","20","65","58","50","33","51","64","60","62","58","49","27","74","26","25","34","63","63","70","48","0","0","0.0","65.94"
"27034","Rafael Mir Vicente","481","Spain","53","3","3","191","86","3","1","Lengthy","High & Stocky","ST","79","80","90","80","84","83","75","80","75","64","69","61","74","52","64","62","65","74","75","70","70","47","82","46","51","50","78","71","85","69","14","8","63.63636363636363","79.84"
"51014","Tomás Badaloni","111715","Argentina","353","3","3","186","82","3","1","Lengthy","High & Average","ST","69","65","70","72","68","77","67","55","66","56","44","45","58","43","45","58","53","67","68","60","55","31","78","35","23","36","76","63","82","42","1","0","100.0","69.67"
"52131","Jordan Hugill","1797","England","14","3","3","183","85","3","3","Lengthy","Stocky","ST","69","76","71","69","70","73","57","63","62","57","53","36","63","39","55","64","62","66","67","65","64","36","80","42","40","49","85","75","85","90","3","1","75.0","70.36000000000001"
"54113","Timo Werner","112172","Germany","19","4","5","180","76","3","2","Explosive","Unique","ST","93","99","97","99","99","99","88","99","93","86","84","70","95","73","86","98","91","95","95","99","90","48","97","50","26","24","87","94","74","72","511","110","82.2866344605475","96.2"
"54150","Raúl Jiménez","110","Mexico","13","4","4","188","81","2","3","Controlled","High & Average","ST","92","92","99","93","92","95","85","92","99","94","92","60","97","90","94","92","96","92","92","99","92","69","99","57","50","39","86","89","97","94","110","55","66.66666666666666","94.26"
"28509","Lyle Taylor","14","Montserrat","13","3","3","188","79","2","1","Controlled","High & Average","ST","69","71","86","75","72","66","56","63","79","63","53","67","59","45","48","64","49","69","70","68","72","39","64","44","43","50","35","69","75","50","12","1","92.3076923076923","69.77000000000001"
"27324","Gustavo Bou","691","Argentina","39","4","4","175","72","2","1","Controlled","Average","ST","77","75","76","78","77","96","88","74","72","77","69","79","74","72","66","74","77","83","76","84","76","39","71","24","29","24","82","76","75","52","15","6","71.42857142857143","79.19000000000001"
"50297","Davor Šuker","112658","Croatia","2118","4","4","183","78","3","2","Controlled","Lean","ST","88","89","90","91","92","88","91","94","89","86","84","87","89","74","97","92","94","88","89","99","91","44","81","40","40","33","79","86","74","70","820","132","86.1344537815126","88.98"
"52887","Gabriel Fernando de Jesus","1","Brazil","13","4","3","175","73","3","3","Explosive","Unique","ST","86","98","93","93","94","91","80","96","86","82","79","58","83","70","81","94","90","88","88","90","81","35","85","48","32","31","84","88","74","80","231","35","86.8421052631579","89.49000000000002"
"28873","Ryan Bowman","127","England","60","2","3","185","83","3","2","Lengthy","High & Average","ST","63","73","75","63","64","64","57","53","65","52","31","39","58","43","41","63","69","60","61","56","58","34","68","37","33","37","88","78","81","72","3","0","100.0","64.11999999999999"
"28412","Bas Dost","1903","Netherlands","10","2","3","196","83","2","2","Controlled","High & Average+","ST","76","43","45","88","82","87","76","88","94","67","38","36","67","42","61","33","33","78","73","64","79","39","89","38","51","26","59","60","90","83","41","3","93.18181818181817","77.68"
"53345","Mateo Pellegrino","101083","Argentina","1003","2","4","193","87","2","2","Controlled","High & Average+","ST","63","61","68","58","65","70","64","63","62","48","31","46","55","33","35","49","55","57","60","53","53","29","77","27","35","48","71","55","76","48","1","0","100.0","63.779999999999994"
"50029","Ricardo Pepi","1387","United States","1990","3","3","185","74","3","2","Controlled","High & Average+","ST","77","85","87","80","81","77","58","67","72","58","38","57","72","63","66","73","70","76","76","72","74","56","84","44","43","43","71","83","78","35","17","3","85.0","78.13000000000001"
"51874","Fábio Daniel Soares Silva","247","Portugal","10","3","4","185","75","2","2","Controlled","High & Average+","ST","70","80","83","76","80","76","64","85","78","58","45","39","54","46","52","72","65","73","74","73","63","18","62","22","23","16","72","64","72","54","7","2","77.77777777777779","73.70000000000002"
"48524","Mario González Gutiérrez","100087","Spain","4","3","3","183","77","2","2","Controlled","Average","ST","79","84","88","92","90","84","74","93","69","77","73","58","72","68","49","80","74","76","79","81","75","20","90","23","19","23","85","83","77","45","27","20","57.446808510638306","84.49999999999999"
"28047","Jelle Vossen","15005","Belgium","4","3","4","183","79","3","2","Controlled","Average","ST","70","65","52","81","78","70","71","76","78","70","65","69","69","64","70","65","65","66","72","62","78","49","72","26","46","49","61","69","68","66","4","0","100.0","71.28999999999999"
"52908","Gonçalo Manuel Ganchinho Guedes","234","Portugal","308","4","4","179","68","3","1","Controlled","Average","ST","88","96","98","86","89","94","95","81","75","86","96","76","84","80","90","94","88","87","89","98","84","58","87","28","39","35","70","83","78","70","2098","144","93.5771632471008","89.33000000000001"
"29377","Luke Norris","361","England","61","2","3","184","84","3","1","Lengthy","Stocky","ST","63","71","74","67","70","68","60","72","76","45","44","61","58","42","57","57","59","60","61","59","58","22","62","37","14","13","72","70","81","58","5","1","83.33333333333334","66.07"
"50428","Borja Llarena Barroso","472","Spain","54","3","3","171","64","2","2","Explosive","Average","ST","61","93","94","62","61","61","58","55","59","54","49","48","54","45","50","87","86","61","59","58","56","34","63","48","36","39","80","60","47","43","2","0","100.0","62.59000000000002"
"52549","Cyriel Dessers","111434","Nigeria","31","3","4","185","87","2","2","Controlled","High & Average","ST","83","82","86","85","86","86","76","77","74","75","51","54","77","72","52","79","72","88","81","79","85","30","91","58","28","21","97","82","96","70","91","27","77.11864406779661","84.95"
"32253","Asumah Abubakar-Ankrah","897","Portugal","189","3","3","183","71","3","1","Controlled","Average","ST","67","91","95","64","69","69","60","57","51","62","57","39","58","55","55","74","69","62","71","69","64","38","63","46","43","44","71","70","68","60","6","2","75.0","68.46"
"46248","Samson Tovide","1935","England","61","2","2","188","78","3","2","Controlled","High & Average","ST","56","88","87","57","55","57","56","42","54","49","41","45","47","33","42","81","85","47","52","57","54","39","50","34","41","47","55","57","74","80","3","0","100.0","57.40000000000001"
"51880","Roger Martí Salvador","1968","Spain","53","3","3","179","74","3","2","Controlled","Average","ST","76","81","83","82","79","79","75","78","80","61","59","56","70","59","54","72","74","79","75","73","80","43","73","46","44","53","72","79","72","69","13","0","100.0","77.30999999999999"
"29588","Leonardo Pavoletti","1842","Italy","32","3","3","188","85","3","1","Controlled","High & Average","ST","73","61","80","77","71","78","56","78","67","56","33","40","68","44","49","56","57","70","70","66","73","32","95","48","29","32","90","53","83","69","5","2","71.42857142857143","74.54000000000002"
"26983","Gianluca Scamacca","19","Italy","13","4","3","195","85","2","2","Lengthy","High & Average","ST","80","70","75","90","98","84","74","87","72","70","44","68","76","67","69","71","72","78","80","88","78","26","82","40","28","20","84","65","85","55","94","17","84.68468468468468","84.89999999999999"
"26928","Andy Delort","72","Algeria","16","3","3","181","83","3","3","Lengthy","Stocky","ST","80","83","88","85","85","97","85","82","76","75","71","69","74","64","69","71","72","75","74","76","78","27","82","32","37","25","86","78","89","88","44","28","61.111111111111114","83.03"
"29509","Kane Hemmings","15048","England","61","3","3","186","78","2","1","Controlled","High & Average","ST","65","78","78","65","66","67","61","61","65","64","38","44","59","43","41","68","64","60","63","62","57","51","66","24","28","34","71","73","73","27","1","0","100.0","65.74000000000001"
"28469","Manuel Schäffler","503","Germany","2076","2","3","189","89","2","2","Controlled","High & Average","ST","67","42","62","70","72","75","63","62","65","49","47","44","56","39","47","53","53","64","61","58","70","49","78","29","31","32","75","54","90","69","3","0","100.0","67.85"
"46403","Trent Ostler","111399","Australia","351","2","3","184","72","2","2","Controlled","Lean","ST","54","73","76","55","55","59","50","46","47","45","43","38","50","41","40","69","65","52","50","51","47","34","51","30","41","41","64","60","62","39","2","2","50.0","55.52000000000001"
